x,y
45.44507,538
45.465425,541
45.48578,533
45.506135,511
45.52649,565
45.546845,496
45.5672,528
45.587554,578
45.607909,589
45.628264,647
45.648619,710
45.668974,807
45.689329,952
45.709683,1235
45.730038,1436
45.750393,1815
45.770748,2442
45.791103,2836
45.811458,3382
45.831812,3686
45.852167,3176
45.872522,2528
45.892877,2173
45.913232,1941
45.933587,2152
45.953942,1996
45.974296,1600
45.994651,1178
46.015006,835
46.035361,677
46.055716,590
46.076071,501
46.096425,440
46.11678,398
46.137135,356
46.15749,356
46.177845,357
46.1982,327
46.218554,283
46.238909,339
46.259264,291
46.279619,304
46.299974,256
46.320329,297
46.340684,271
46.361038,259
46.381393,263
46.401748,236
46.422103,239
46.442458,277
46.462813,269
46.483167,254
46.503522,260
46.523877,264
46.544232,248
46.564587,250
46.584942,232
46.605296,243
46.625651,242
46.646006,239
46.666361,237
46.686716,223
46.707071,242
46.727426,244
46.74778,228
46.768135,204
46.78849,248
46.808845,240
46.8292,239
46.849555,235
46.869909,239
46.890264,214
46.910619,250
46.930974,237
46.951329,229
46.971684,261
46.992038,226
47.012393,241
47.032748,226
47.053103,246
47.073458,242
47.093813,274
47.114168,258
47.134522,237
47.154877,227
47.175232,219
47.195587,214
47.215942,249
47.236297,222
47.256651,244
47.277006,240
47.297361,266
47.317716,266
47.338071,241
47.358426,274
47.37878,250
47.399135,279
47.41949,287
47.439845,301
47.4602,303
47.480555,349
47.50091,315
47.521264,303
47.541619,338
47.561974,335
47.582329,300
47.602684,288
47.623039,269
47.643393,294
47.663748,286
47.684103,286
47.704458,278
47.724813,229
47.745168,269
47.765522,262
47.785877,282
47.806232,297
47.826587,313
47.846942,290
47.867297,257
47.887652,243
47.908006,231
47.928361,282
47.948716,289
47.969071,287
47.989426,273
48.009781,305
48.030135,341
48.05049,340
48.070845,384
48.0912,444
48.111555,455
48.13191,507
48.152264,562
48.172619,696
48.192974,820
48.213329,962
48.233684,1158
48.254039,1442
48.274393,1625
48.294748,1718
48.315103,1701
48.335458,1611
48.355813,1618
48.376168,1560
48.396523,1737
48.416877,1784
48.437232,1633
48.457587,1280
48.477942,1167
48.498297,1003
48.518652,907
48.539006,844
48.559361,787
48.579716,645
48.600071,526
48.620426,460
48.640781,444
48.661135,390
48.68149,373
48.701845,363
48.7222,351
48.742555,325
48.76291,322
48.783265,317
48.803619,328
48.823974,296
48.844329,279
48.864684,273
48.885039,254
48.905394,260
48.925748,264
48.946103,248
48.966458,276
48.986813,243
49.007168,235
49.027523,251
49.047877,252
49.068232,263
49.088587,252
49.108942,228
49.129297,247
49.149652,227
49.170007,224
49.190361,234
49.210716,205
49.231071,225
49.251426,237
49.271781,230
49.292136,233
49.31249,211
49.332845,240
49.3532,230
49.373555,218
49.39391,228
49.414265,229
49.434619,232
49.454974,222
49.475329,250
49.495684,207
49.516039,236
49.536394,218
49.556749,202
49.577103,237
49.597458,262
49.617813,227
49.638168,237
49.658523,219
49.678878,237
49.699232,256
49.719587,237
49.739942,271
49.760297,278
49.780652,291
49.801007,339
49.821361,318
49.841716,300
49.862071,302
49.882426,331
49.902781,313
49.923136,320
49.943491,341
49.963845,363
49.9842,424
50.004555,368
50.02491,433
50.045265,450
50.06562,529
50.085974,607
50.106329,807
50.126684,971
50.147039,1127
50.167394,1290
50.187749,1456
50.208103,1443
50.228458,1238
50.248813,1082
50.269168,879
50.289523,929
50.309878,913
50.330233,874
50.350587,749
50.370942,623
50.391297,486
50.411652,361
50.432007,327
50.452362,331
50.472716,287
50.493071,290
50.513426,249
50.533781,266
50.554136,254
50.574491,256
50.594845,249
50.6152,207
50.635555,241
50.65591,242
50.676265,221
50.69662,234
50.716975,205
50.737329,202
50.757684,205
50.778039,207
50.798394,210
50.818749,215
50.839104,212
50.859458,190
50.879813,223
50.900168,217
50.920523,180
50.940878,190
50.961233,213
50.981587,216
51.001942,218
51.022297,199
51.042652,184
51.063007,203
51.083362,188
51.103716,211
51.124071,188
51.144426,196
51.164781,207
51.185136,226
51.205491,202
51.225846,213
51.2462,193
51.266555,196
51.28691,236
51.307265,204
51.32762,206
51.347975,210
51.368329,206
51.388684,194
51.409039,212
51.429394,202
51.449749,208
51.470104,197
51.490458,183
51.510813,208
51.531168,198
51.551523,192
51.571878,181
51.592233,204
51.612588,207
51.632942,193
51.653297,181
51.673652,231
51.694007,216
51.714362,223
51.734717,234
51.755071,238
51.775426,209
51.795781,258
51.816136,303
51.836491,297
51.856846,345
51.8772,327
51.897555,343
51.91791,308
51.938265,325
51.95862,275
51.978975,297
51.99933,312
52.019684,312
52.040039,318
52.060394,286
52.080749,304
52.101104,275
52.121459,287
52.141813,295
52.162168,291
52.182523,334
52.202878,358
52.223233,408
52.243588,456
52.263942,491
52.284297,606
52.304652,683
52.325007,861
52.345362,1067
52.365717,1266
52.386072,1523
52.406426,1667
52.426781,1561
52.447136,1373
52.467491,1074
52.487846,957
52.508201,968
52.528555,1033
52.54891,936
52.569265,941
52.58962,754
52.609975,634
52.63033,466
52.650684,443
52.671039,403
52.691394,373
52.711749,385
52.732104,343
52.752459,348
52.772814,393
52.793168,430
52.813523,499
52.833878,580
52.854233,667
52.874588,765
52.894943,844
52.915297,894
52.935652,853
52.956007,1031
52.976362,1025
52.996717,1003
53.017072,863
53.037426,787
53.057781,675
53.078136,600
53.098491,656
53.118846,605
53.139201,580
53.159556,456
53.17991,370
53.200265,308
53.22062,291
53.240975,262
53.26133,268
53.281685,239
53.302039,265
53.322394,208
53.342749,236
53.363104,230
53.383459,217
53.403814,185
53.424168,226
53.444523,208
53.464878,197
53.485233,214
53.505588,200
53.525943,208
53.546298,206
53.566652,196
53.587007,199
53.607362,210
53.627717,187
53.648072,207
53.668427,192
53.688781,163
53.709136,198
53.729491,219
53.749846,214
53.770201,205
53.790556,218
53.81091,195
53.831265,213
53.85162,246
53.871975,267
53.89233,271
53.912685,282
53.933039,260
53.953394,262
53.973749,220
53.994104,218
54.014459,227
54.034814,250
54.055169,226
54.075523,206
54.095878,226
54.116233,209
54.136588,195
54.156943,172
54.177298,193
54.197652,193
54.218007,187
54.238362,196
54.258717,191
54.279072,179
54.299427,178
54.319781,187
54.340136,171
54.360491,152
54.380846,165
54.401201,197
54.421556,173
54.441911,191
54.462265,186
54.48262,193
54.502975,178
54.52333,172
54.543685,174
54.56404,157
54.584394,160
54.604749,171
54.625104,142
54.645459,159
54.665814,173
54.686169,181
54.706523,165
54.726878,186
54.747233,213
54.767588,178
54.787943,186
54.808298,169
54.828653,206
54.849007,172
54.869362,171
54.889717,184
54.910072,173
54.930427,168
54.950782,161
54.971136,193
54.991491,172
55.011846,177
55.032201,165
55.052556,186
55.072911,168
55.093265,159
55.11362,185
55.133975,164
55.15433,165
55.174685,170
55.19504,157
55.215395,172
55.235749,164
55.256104,173
55.276459,173
55.296814,174
55.317169,178
55.337524,172
55.357878,176
55.378233,169
55.398588,177
55.418943,175
55.439298,176
55.459653,176
55.480007,171
55.500362,164
55.520717,191
55.541072,185
55.561427,164
55.581782,166
55.602137,181
55.622491,155
55.642846,165
55.663201,143
55.683556,164
55.703911,161
55.724266,175
55.74462,204
55.764975,169
55.78533,174
55.805685,183
55.82604,166
55.846395,160
55.866749,157
55.887104,174
55.907459,180
55.927814,209
55.948169,172
55.968524,202
55.988879,177
56.009233,189
56.029588,177
56.049943,220
56.070298,273
56.090653,293
56.111008,280
56.131362,259
56.151717,282
56.172072,260
56.192427,240
56.212782,226
56.233137,247
56.253491,282
56.273846,272
56.294201,244
56.314556,248
56.334911,249
56.355266,230
56.375621,255
56.395975,217
56.41633,215
56.436685,222
56.45704,217
56.477395,228
56.49775,230
56.518104,213
56.538459,216
56.558814,207
56.579169,214
56.599524,183
56.619879,172
56.640233,216
56.660588,228
56.680943,240
56.701298,211
56.721653,290
56.742008,267
56.762362,283
56.782717,301
56.803072,261
56.823427,228
56.843782,208
56.864137,250
56.884492,231
56.904846,250
56.925201,220
56.945556,206
56.965911,208
56.986266,202
57.006621,186
57.026975,182
57.04733,169
57.067685,182
57.08804,196
57.108395,171
57.12875,195
57.149104,152
57.169459,164
57.189814,157
57.210169,168
57.230524,184
57.250879,158
57.271234,173
57.291588,149
57.311943,191
57.332298,185
57.352653,186
57.373008,207
57.393363,207
57.413717,202
57.434072,182
57.454427,192
57.474782,210
57.495137,187
57.515492,197
57.535846,181
57.556201,171
57.576556,185
57.596911,193
57.617266,189
57.637621,177
57.657976,163
57.67833,145
57.698685,182
57.71904,173
57.739395,194
57.75975,176
57.780105,195
57.800459,151
57.820814,171
57.841169,175
57.861524,151
57.881879,178
57.902234,168
57.922588,152
57.942943,186
57.963298,166
57.983653,167
58.004008,183
58.024363,166
58.044718,188
58.065072,182
58.085427,177
58.105782,160
58.126137,168
58.146492,164
58.166847,183
58.187201,170
58.207556,152
58.227911,157
58.248266,164
58.268621,160
58.288976,153
58.30933,166
58.329685,180
58.35004,175
58.370395,177
58.39075,178
58.411105,171
58.43146,170
58.451814,162
58.472169,173
58.492524,174
58.512879,147
58.533234,159
58.553589,171
58.573943,155
58.594298,150
58.614653,161
58.635008,157
58.655363,164
58.675718,167
58.696072,174
58.716427,172
58.736782,156
58.757137,151
58.777492,183
58.797847,162
58.818202,174
58.838556,179
58.858911,157
58.879266,154
58.899621,172
58.919976,176
58.940331,182
58.960685,155
58.98104,180
59.001395,194
59.02175,212
59.042105,223
59.06246,234
59.082814,239
59.103169,308
59.123524,289
59.143879,329
59.164234,419
59.184589,398
59.204944,419
59.225298,360
59.245653,315
59.266008,286
59.286363,305
59.306718,304
59.327073,325
59.347427,304
59.367782,333
59.388137,308
59.408492,311
59.428847,269
59.449202,232
59.469556,212
59.489911,213
59.510266,195
59.530621,195
59.550976,180
59.571331,193
59.591685,189
59.61204,209
59.632395,179
59.65275,191
59.673105,206
59.69346,197
59.713815,171
59.734169,154
59.754524,189
59.774879,149
59.795234,183
59.815589,179
59.835944,185
59.856298,171
59.876653,184
59.897008,206
59.917363,222
59.937718,218
59.958073,202
59.978427,190
59.998782,207
